-aikainen	-áigásâš
uusiutua	uđâsmuđ
uusiutumaton	uđâsmuuhánnáá
uusiutuva	uđâsmuvvee
uusivuosi	uđđâihe
uusjako	uđđâjuáhu
uusperhe	uđđâpeerâ
uutinen	uuđâs
uutisointi	uđâstieđettem
uutistoimitus	uđâstoimâttâs
uutteruus	äŋgirvuotâ
uuttu	vuobdâ
uutuus	uđđâsumos
vaadin	áldu
vaahdota	suptâluđ
vaahdottaa	suptâdiđ
vaahto	suptâ
vaahtoava	suptii
vaahtomuovi	suptâlastik
vaahtoutua	suptâluđ
vaaja	lote
vaaka	viekkimpiergâs
vaaka-asennossa	viällud
vaakasuoraan	láskud
vaaksa	vyepsi
vaakuna	vaakun
vaalea	čuovvâd
vaaleaihoinen	vielgisvoorâg
vaali	vaalja
vaalia	kattiđ
vaalilautakunta	vaaljalävdikodde
vaalipäivä	vaaljapeivi
vaan	pic
vaania	perttuđ
vaarallinen	varâlâš
vaaranlaki	väričokke
vaarantua	hiäjusmuđ
vaaraton	varâttem
vaarna	säggi
vaate	piivtâs
vaateaitta	pivtâsäitti
vaatehuone	pivtâsviste
vaatekaappi	pivtâsskäppi
vaatekangas	pivtâsaamnâs
vaatekauppa	pivtâskävppi
vaateriepu	rappe
vaatettaa	pivtâstiđ
vaatia	vaattâđ
vaatimaton	vyeligâš
vaatimenlypsäjä	áldupaččee
vaatimus	vátámâš
vaativa	vátávâš
vaatturi	pivtâskuárroo
vaelluskala	kuárŋookyeli
vaelluslintu	jotteelodde
vaeltaa	vajâldiđ
vaeltaja	vajâldeijee
vagina	kunnjo
vaha	kässi
vahakas	kässih
vahaliitu	kässiliidu
vahata	kassiđ
vahingoittaa	vahaduttiđ
vahingoittua	vahaduđ
vahingollinen	vaahâglâš
vahingonkorvaus	vaahâgruttâ
vahingonteko	vaahâgtaho
vahinko	vaahâg
vahinkoilmoitus	vaahâgalmottâs
vahti	vahtâ
vahtia	vahtiđ
vahtimestari	vahtâmiäštár
vahva	voimakas
vahvakätinen	čovgâd
vahvike	nanodâs
vahvistaa	lujittaa
vahvistin	nanodeijee
vahvistua	tulla
vahvistus	nanodâs
vahvuus	lujuus
vai	vâi
vaieta	hiljetä
vaihdokas	lonottâs
vaihdos	molsom
vaihe	muddo
vaihettuminen	puddâšum
vaihtaa	jtak
vaihteisto	molsottuvah
vaihtelu	mulsâšuddâm
vaihtoehto	muulsâiähtu
vaihtoehtoinen	muulsâiävtulâš
vaihtolämpöinen	rievdeeliegâs
vaihtovirta	moolsâvirde
vaihtuva	mulsâšuvvee
vaijeri	vaijer
vaikea	vaigâd
vaikeaselkoinen	muálkkáá
vaikeavammainen	korrâvádulâš
vaikerrella	vaigârdâllâđ
vaikerrus	vaigârdâs
vaikertaa	vaigârdiđ
vaikeus	vaigâdvuotâ
vaikka	vâik
vaikku	kässi
vaikutelma	mielâkove
vaikuttaa	vaikuttiđ
vaikuttava	hormiš
vaikutus	vaikuttâs
vailla	vááijuv
vaille	vááijuv
vaillinainen	vááijuvlâš
vaimo	kaavâ
vain	peri
vainaja	rokke
vaino	váinu
vainolainen	čuđe
vainota	váinudiđ
vainuta	vävjiđ
vaippa	lapsen
vaisto	kame
vaistomuuttaja	kamovärrejeijee
vaistonvarainen	kamevuálááš
vaistotoiminta	kamotoimâ
vaiti	joskâ
vaitiolovelvollisuus	joskâorroomkenigâsvuotâ
vaiva	väivi
vaivainen	vááiváš
vaivaiskoivikko	skierâs
vaivalloinen	váiváá
vaivalloisesti	vääiviht
vaivata	vaivasta
vaivoin	vääiviht
vajaa	vááijuv
vajaakuntoinen	vááijuvápálâš
vajavainen	váijugâs
vajavaisuus	vááijuvvuotâ
vaje	vuálápáácu
vajoama	vuáijum
vajota	vuáijuđ
vajua	hupenevasta
vakaa	stääđis
vakaus	stäđisvuotâ
vakava	tuođâlâš
vakavuus	tuođâlâšvuotâ
vakiinnuttaa	vuáháduttiđ
vakiintua	vuáháduđ
vakinaistaa	toohâđ
vakio	matem.
vakituinen	fastâ
vako	juármi
vakooja	syelivákšojeijee
vakuumi	vaakuum
vakuutella	oskottiđ
vakuuttaa	nonniđ
vakuutus	táhádâs
vala	vyernis
valaa	apteđ
valaisin	čuovânâs
valaista	čuovvâđ
valaistua	čuovâniđ
valaistus	čuovviittâs
valas	välis
vale	kieles
valehdella	kielestiđ
valehtelija	kieles
valehtelu	kielesvuotâ
valenssi	vaaleens
valhe	kieles
valheellisuus	kielesvuotâ
valikko	valjiittâh
valikoida	sildeđ
valikoima	valjiittâs
valimo	aptattâh
valinnainen	valjimiävtulâš
valinnaisaine	valjimaamnâs
valinnanmahdollisuus	falâldâh
valinta	valjim
valio	válju
valiokunta	váljukodde
valistaa	čuovviđ
valistus	čuovviittâs
valita	valjiđ
valitella	piähuđ
valitettavasti	vaidâlitteht
valittaa	vaikertaa
valittaja	váidálâs
valittaminen	väidim
valittava	falttâ
valittelu	piähum
valitus	vaidâlus
valitusosoitus	väidimčujottâs
valitusvirsi	väidimsalmâ
valjakko	kuálus
valjastaa	leŋgiđ
valjeta	selvitä
valkaista	viälgudittiđ
valkaisuaine	viälgudittemaamnâs
valkama	sátku
valkea	českâd
valkeus	čuovvâdvuotâ
valkko	
valkoihoinen	vielgisliškeolmooš
valkoinen	vielgâd
valkokangas	vielgisloovdâ
valkokultaus	vielgiskolledem
valkopippuri	vielgispippâr
valkosipuli	vielgissipuli
valkuiaisaine	protein
vallanalainen	vääldivuálááš
vallankumous	vääldikomettem
vallata	väldidiđ
valli	viemârdâs
vallita	raamatussa
valmennus	hárjuttâs
valmentaa	valmiđ
valmentaja	välmejeijee
valmis	vaalmâš
valmistaa	valmâštiđ
valmistautua	ráhtádâttâđ
valmiste	valmâštâh
valmistua	valmâštuđ
valmistuminen	valmâštum
valmistus	valmâštâs
valo	čuovâ
valoaalto	čuovâpááru
valoisa	čuovvâd
valoisuus	čuovvâdvuotâ
valokasvi	čuovâšaddo
valokeila	čuovâkeilâ
valokuitu	čuovâsáigu
valokuva	čuovâkove
valokuvaus	kuvvim
valomerkki	ei
valonheitin	čuovâpálkkoo
valonnopeus	čuovâliähtu
valonsäde	čuovâsuonjâr
valopetroli	kaasâ
valos	aptattâs
valoton	čuovâttem
valottaa	čuovviđ
valotus	čuovvim
valovoima	čuovâvyeimi
valovuosi	čuovâihe
valppaus	murrišvuotâ
valssaamo	valssaattâh
valta	väldi
valtakirja	väldikirje
valtakunnallinen	väldikodálâš
valtakunnanraja	riijkârääji
valtakunnansovittelija	riijkâsovâttellee
valtakunnansyyttäjä	väldikodeášáskuttee
valtakunta	väldikodde
valtameri	váldumeerâ
valtaoikeus	väldivuoigâdvuotâ
valtaus	väldidem
valtava	julme
valtias	uáiváámus
valtimo	váimusuonâ
valtio	staatâ
valtiollinen	staatâlâš
valtioneuvosto	staatârääđi
valtionhallinto	staatâhaldâttâh
valtionvero	staatâviäru
valtiovarainministeriö	ruttâministeriö
valtuuskunta	airâskodde
valtuusto	váldustivrâ
valtuutettu	virkamies
valtuuttaa	valduuttiđ
valua	kulgâđ
valuma-alue	kulgâmvijđodâh
valuttaa	kulgâttiđ
valuutta	vaaluut
valuuttakauppa	vaaluutkävppi
valuuttakurssi	vaaluutkurssâ
valuuttasuhde	vaaluutkoskâvuotâ
valuuttavaranto	vaaluutväärih
valvoa	olla
valvonta	kocceem
vamma	váddu
vammainen	vádulâš
vammautunut	ruásmuttum
vanginkuljettaja	faŋgâfiävrár
vanginvartija	faaŋgâvahtâ
vangita	faŋgiđ
vangitseminen	faŋgim
vanha	puáris
vanhahko	puárislágán
vanhainkoti	puárásijviäsu
vanhanaikainen	puárisáigásâš
vanhapiika	puárisnieidâ
vanhapoika	puáriskandâ
vanhemmuus	vaanhimvuotâ
vanhempainvapaa	vaanhimijrijjâ
vanheneminen	puárásmem
vanhentaa	puárásmittiđ
vanheta	puárásmiđ
vanhurskas	vanhurskes
vanhus	vuorâs
vanhustyö	puárásijpargo
vanhuudenheikko	fámuttim
vanhuudenhöperö	kulhijdum
vanhuus	puárisvuotâ
vankeus	faŋgâvuotâ
vankeusrangaistus	lannetuámu
vankila	faŋgâl
vankka	väŋkki
vanne	kiärdu
vannoa	vuárnuđ
vannottaa	vuárnuttiđ
vantus	vaccâ
vanuttaa	tuoppiđ
vanuttua	tuopânjâššâđ
vapa	onkivapa
vapaa	rijjâ
vapaa-aika	astoäigi
vapaaehtoinen	iävtutátulâš
vapaaehtoisesti	iävtutátulávt
vapaaehtoisuus	iävtutátulâšvuotâ
vapaamielinen	rijjâmielâlâš
vapaamuotoinen	rijjâhámásâš
vapaapäivä	rijjâpeivi
vapaasti	rijjâ
vapahtaa	pestiđ
vapaus	rijjâvuotâ
vapauttaa	päästää
vapautua	
vapautus	luovâsmittem
vapiseva	livze-
vapista	tutista
vapisuttaa	tuárgástittiđ
vappu	válbur
vappuaatto	válburáptu
vapunpäivä	válburpeivi
vara	varalla
vara-ahkio	lijgekerris
varakas	várálâš
varallisuus	omaisuus
varankilainen	varjâgâš
varaosa	väriuási
varas	suolâ
varastaa	suáládiđ
varastella	skuáibááttiđ
varasto	vuárkká
varastoida	vuorkkiđ
varata	
varaton	värittem
varattomuus	värittemesvuotâ
varauma	varâdâs
varaus	
varhaisaamu-uutiset	arâiiđeeduđđâseh
varhaiseläke	arâiäláttâh
varhaiskasvatus	arâšoddâdem
varhaiskasvatussuunnitelma	arâšoddâdemvuávám
varhaisnuori	aarâhnuorâ
varhennettu	toledum
varhentaa	tolediđ
varistaa	kavâgyettiđ
varjella	varjâliđ
varjelus	varjâlus
varjo	suoivâ
varjoisa	suoivâ-
varjokasvi	suoivâšaddo
varjonpuoli	idoppeeli
varjostaa	suoivânistiđ
varkaus	suolâvuotâ
varma	vises
varmasti	vissásávt
varmistaa	visásmittiđ
varmistua	visásmuđ
varmuus	visesvuotâ
varmuuskopio	visásmittemkopio
varoitus	váruttâs
varoituskolmio	váruttemkulmâhâš
varoitusvalo	váruttemčuovâ
varottaa	váruttiđ
varovainen	várugâs
varovaisesti	várugávt
varpu	tooŋâs
varras	väärdis
varsa	vársá
varsi	kasvin
varsinainen	eidusâš
varsinkaan	aainâskin
varsinkin	aainâs-uv
varsiselleri	vadâsseller
varsituppi	novdâtuppâ
varsta	lođâskuurâh
vartalo	roppâ
varteenotettava	mávsulâš
varten	várás
vartija	vahtâ
vartio	vahtiittâh
vartioida	vahtiđ
varttaa	novdiđ
vartti-	varttâ-
varttitunti	varttâ
varttua	rávásmiđ
varuillaan	varâinis
varuskunta	suátiviehâsaje
varusmies	viärjukenigâsvuođâlâš
varusmiespalvelus	suátipalvâlus
varuste	reiskäppi
varvas	jyelgisuormâ
vasa	vyesi
vasama	puzzânjuolâ
vasanmerkintä	vyesimerkkim
vasara	veeččir
vasaroida	večiruššâđ
vasemmisto	čižetpiäládâh
vasen	čižet
vasikannahka	kálbádâh
vasikka	kälbi
vaskata	vaskâđ
vaski	veški
vaskipuhallin	veškiposonjâs
vaskoli	vaskool
vasoa	yksittäisestä
vasonta	kyeddim
vasotus	kyedittem
vasotustarha	kyeddidäiđi
vasta-aine	vyestiaamnâs
vastaan	
vastaanotin	vuástáväldee
vastaanottaa	vuástáväldiđ
vastaanottaja	vuástáväldee
vastaanotto	vuástáväldim
vastaanottoapulainen	vuástáväldimišedeijee
vastaava	västideijee
vastaehdokas	vyesti-iävtukkâs
vastahakoinen	vyestimielâlâš
vastahakoisesti	illámielâi
vastahakoisuus	vyestimielâ
vastakohta	vyestikeeči
vastapaino	vyestitiäddu
vastapäätä	puotâluvâi
vastata	västidiđ
vastatuuli	vyestipieggâ
vastaus	vástádâs
vastavoima	vyestivyeimi
vasten	vuástá
vastenmielinen	vyestimielâlâš
vastenmielisyys	vyestimielâ
vastentahtoisesti	illámielâi
vastike	vaastâ
vastine	
vastoinkäyminen	vyestikeevâd
vastus	konkr.
vastustaa	vuástálistiđ
vastuu	ovdâsvástádâs
vastuullinen	ovdâsvástádâslâš
vati	kovli
vatkain	käsikäyttöinen
vatkata	fiärruđ
vatsa	čuávji
vatsaevä	koskâvepsi
vatsahaava	čuávjihävvi
vatsakipu	čuávjipuálttâs
vatsalihas	čuávjiuážži
vatsanpuru	čuávjipuálttâs
vatsanväänne	čuávjipuálttâs
vatsaontelo	čuávjivuovdâ
vatsasyöpä	čuávjipuurâs
vatsatauti	čuávjitavdâ
vatsavaiva	čuávjivahe
vatupassi	čäcipismár
vauhko	iirâs
vauhti	liähtu
vauhtipyörä	liähtujorree
vaunu	vávnu
vauraasti	jáválávt
vauras	jáválâš
vaurastua	jáválduđ
vauraus	jáválâšvuotâ
vaurio	skááđá
vaurioittaa	vahaduttiđ
vaurioitua	vahaduđ
vauva	umogâš
vedellä	kesâččiđ
vedenalainen	čääsivuálááš
vedenhaltia	čäcihäldee
vedenjakaja	čäcijyehhee
vedenottamo	čäciväldimsaje
vedenpaisumus	čäciollee
vedenpitävä	čäcijehhee
vedenpuhdistamo	čäciputestemruustig
vedenpuhdistus	čäciputestem
vedetön	čäsittem
vedonlyönti	viätu
vedonlyöntikaveri	hástuskippáár
vedota	keessiđ
vedätellä	kiäsáttâllâđ
vedättää	kesittiđ
vehje	ruustig
vehnä	niisu
vehreä	ruonâs
veikkonen	viiljâš
veisata	veisidiđ
veistellä	smijđuđ
veistos	puusta
veistää	veerrâđ
veisuuttaa	viäisádittiđ
veitikka	kompâleššee
veitsi	nijbe
veivata	veivađ
veivi	veivâ
vekki	mäcci
vekotin	rakânâs
vekseli	veksel
vektori	vektor
velaksianto	viälgásadelem
velallinen	viälgulâš
velanmaksu	veelgimäksim
velaton	velgittem
velho	nuáidi
veli	viljâ
velipuoli	peliviljâ
veljellinen	viljâlâš
veljenlapsi	nuoremman
veljes	viiljâš
veljeys	viljâvuotâ
velka	velgi
velkaantua	viälgádâttâđ
velkaantuminen	viälgádum
velkajärjestely	velgiorniistâllâm
velkakirja	velgikirje
velkakirjaoikeus	velgikirjevuoigâdvuotâ
velkasaneeraus	velgisaneerim
velkasitoumus	velgičonnâsem
velkasuhde	velgikoskâvuotâ
velkoa	viälguđ
velkoja	viälgoo
velkominen	viälgum
velli	määli
velmu	skelmâ
velmuilla	skelmušiđ
veltostaa	njuálccudiđ
veltostua	tulla
veltto	voimaton
velvoite	kenigittee
velvollinen	kenigâs
velvollisuus	kenigâsvuotâ
vene	käärbis
veneilijä	kárbáinjottee
veneily	kárbáinjotteem
veneilykartta	kárbáinjotteemkárttá
veneristeily	kärbisruossâlistem
venevalkama	sátku
venttiili	venttiil
venttiilinnostin	venttiilloptejeijee
venttiilinvipu	venttiilkaggâm
ventää	veddiđ
venytellä	vazzâđ
venyttäminen	vonâttem
venyttää	vonâttiđ
venytys	
venyvä	vannee
venyä	voonnâđ
venähdys	iätkálem
venähtää	raajasta
venäläinen	ruoššâ
vepsäläinen	viäpsálâš
verenkierto	vorrâjotteem
verenpaine	vorrâteedâ
verenpisara	vorrâčalme
verenvuoto	vardem
veres	voorâs
verhoilija	skođâsteijee
verhoilla	skođâstiđ
verholehti	loovdâlostâ
veri	vorrâ
verihiutale	vorrâčalme
verihyytymä	möykkymäinen
verikoe	vorrâiskos
verinahka	vorrâliške
verinen	vorrii
veripalttu	kuumpâs
verirakkula	jielttâ
verisuoni	vorrâsuonâ
veritulppa	vorrâtoppâm
verka	läđđee
verkkaan	šiäđust
verkkoaitta	viermiäitti
verkkokalvo	viermicuozzâ
verkkokeppi	ääli
verkkomaha	čolmâs-
verkkoresu	viermisaaŋâ
verkkovirta	viermivirde
verkonkives	kiptâ
verkonkorjauskäpy	čihtâmkiäpu
verkonkorjauspuikko	čihtâmsäggi
verkonliitos	lävđi
verkonpituus	viermipaje
verkosto	viärmádâh
verkostoitua	viärmádâttâđ
vero	viäru
veroilmoitus	viärualmottâs
veroinen	muáđuuš
verojohtaja	viäruhovdâ
verokirja	viärukirje
verokortti	viärukorttâ
verolippu	viärulippu
verollepano	viäruttâs
veroluettelo	viäruluvâttâllâm
veronalainen	viärulâš
veronalaisuus	viärulâšvuotâ
veronkantaja	viärukyeddee
veronkorotus	viärupajadâs
veronlisäys	viärulasattâs
veronmaksaja	viärumäksee
veronpalautus	viärumacâttâs
veronpidätys	viärutollim
veronsaaja	viäru-uážžoo
verontasaus	viärutassim
veroprosentti	viäruprooseent
verosopimus	viärusopâmuš
verotoimisto	viärutoimâttâh
veroton	viäruttem
verottaa	viäruttiđ
verottaja	viärutteijee
verotulo	viärupuátu
verotus	viäruttâs
verovelvollinen	viäruviälvulâš
verovuosi	viäruihe
verran	veerdi
verrannollinen	viärdálâš
verrata	verdidiđ
verrytellä	lášmuttâllâđ
verso	verso
verstas	tyejiviste
vertailla	viärdádâllâđ
vertaus	viärdádâs
vertauskuva	viärdádâskove
vertauskuvallinen	viärdádâskoválâš
veruke	aggâ
veräjä	verájâš
vesa	vesa
vesakko	lehtipuita
vesi	čääci
vesiherne	čäciherttâ
vesihome	čäcikuopâ
vesihuolto	čäcihuolâttâs
vesihöyry	čäcilievlâ
vesijohto	čäcipoccee
vesijättömaa	cuávuttâseennâm
vesikasvi	čäcišaddo
vesikatto	kolmâkáttu
vesikauhu	vuorâttâh
vesikeli	čäcijoto
vesikirppu	sahe
vesikola	čäcisaaččâmmielgâs
vesikupla	čäcikoble
vesiliikenne	čäcijotolâh
vesioikeus	čäcivuoigâdvuotâ
vesiperhonen	stávlákuátviežžee
vesipisara	čäcikuáškánjâs
vesipitoinen	čäcinallii
vesiputous	korže
vesipyssy	čäcipisso
vesipyörre	čäcijorree
vesipää	čäciuáivi
vesiraja	ihmisille
vesiraukka	čääsiravgâ
vesirokko	čäcipuákku
vesirutto	čäcirotto
vesisade	arve
vesisammal	njuorâ
vesistö	čácáduh
vesisuoni	čäcisuonâ
vesitasolentokone	kobđottâskirdee
vesitiivis	čäcijehhee
vesitorni	čäcitornâ
vesivaaka	čäcipismár
vesivoima	čäcivyeimi
vesivoimala	čäcivyeimiruustig
vesiväri	čäci-ivne
vesottua	alkaa
vessa	hyysig
vessanpönttö	hiivsiglitte
vesuri	lánjá-ákšu
vetehinen	vuáŋŋáš
vetelehtiä	šlarvâdiđ
vetelys	njuággá
vetelä	njarbâd
vetinen	čäci-
vetkutellen	miälgui
vetoakseli	kiäsuaksel
vetohihna	valjaissa
vetoketju	ruttimsalvân
vetokoukku	keessimkuákki
vetoomus	áánnum
vetopasuuna	kiäsupaasuun
vetopyörästö	keessimráttáh
vetosolmu	snyerdi
vetovoima	kiäsuttemvyeimi
vettyä	kastua
veturi	kessee
vety	vety
vetäistä	ruttiđ
vetäjä	vetävä
vetäytyä	kiäsádâttâđ
vetää	kiskoa
viaton	henkinen
viattomuus	vavettemesvuotâ
vibraattori	spuáráán
video	video
viehe	vuoggâ
viehättävä	kiäsutteijee
viekas	viehis
viekkaus	viehisvuotâ
vielä	val
viemäri	pasâttâsčäcituálvoo
viemäriverkosto	pasâttâsčäciviärmádâh
vienti	tuálvum
vieraantua	viäráduđ
vieraanvarainen	kuásutteijee
vieraanvaraisuus	kuásutteijeevuotâ
vierailla	kolliđ
vieras	vierailija
vierasmies	vieresolmooš
vierekkäin	paaldâi
vieri	kuorâ
vierihoito	aitârtipšo
vieritellä	vierâttâllâđ
vierittää	konkr.
vierivieressä	pald-paldluvvâi
vieriä	vierrâđ
vieroittaa	etäännyttää
vieroitusoire	potkiittemsymptoom
vieroporo	viäruipuásui
vierusta	kuorâ
viesti	viestâ
viestihiihto	viestâčuoigâm
viestijuoksu	viestâkaččâm
viestintä	viestâdem
viestittää	viestâdiđ
vietellä	viettâliđ
vietti	sojo
viettää	
viha	vaje
vihainen	vaijaa
vihaisesti	vaijaht
vihamielinen	vajemielâlâš
vihannes	ruonâs
vihannestarha	šaddokärdi
vihastua	vajaskiđ
vihastuttaa	vajaskittiđ
vihastuvainen	vaimuu
vihata	vajediđ
vihdoin	viijmâg
viheliäinen	vyenttem
vihellellä	njurgiistâllâđ
vihellys	njuurgâs
viheltää	pidempään
viherhiukkanen	ruánááčalme
viherkasvi	ruonâsšaddo
viherlevä	ruánáátiäppu
viherpippuri	ruánáápippâr
vihertyä	ruonâsmiđ
vihi	onnâ
vihikoira	kuorrâmpeenuv
vihilläkäynti	vihkum
vihjaista	adeliđ
vihkijä	vihkee
vihkiminen	vihkâm
vihkimisaika	vihkâmäigi
vihkimispäivä	vihkâmpeivi
vihkipari	vihkâpaarâ
vihkisormus	vihkâsuormâs
vihkiä	vihkâđ
vihko	vihko
vihlaista	juvliistiđ
vihloa	kujestiđ
vihlova	kuje
vihma	arvesiiđâr
vihmainen	sovđii
vihmoa	ripšâttiđ
vihne	viljan
vihoitella	skyenidâttâđ
vihollinen	vajalâš
vihreä	ruánáá
vihreäkivi	ruánáákeđgi
vihta	vasta
vihurirokko	vihuripuákku
viidakko	laanjâs
viidennes	viđâdâs
viides	viiđâd
viidesosa	viđâdâs
viihde	makkuuttâs
viihdyttää	makkuuttiđ
viihtyisä	makkuu
viihtyä	makkuđ
viikate	liššá
viikatteenvarsi	liššánovdâ
viikinki	viikiŋg
viikko	okko
viikkolehti	okkolostâ
viikkoraha	okkoruttâ
viikottainen	okkosâš
viiksi-	njäävvil-
viikuna	viigun
viila	fijlo
viilata	fijliđ
viilettää	hurgeđ
viileä	čuásis
viili	lahcâpime
viilto	läpiviilto
viiltää	pintaa
viima	vašo
viime-	moonnâm-
viimein	viijmâg
viimeinen	majemuš
viimeistään	majemustáá
viimekeväinen	moonnâmkiiđâš
viimeksi	moonnâm
viimevuotinen	tiijmáš
viina	vijne
viinimarja	jiereeh
viinirypäle	vijnemyerji
viipale	kalaa
viipymä	ájánem
viipymättä	ájáttâlhánnáá
viipymätön	ájáttâlhánnáá
viipyä	ájánâddâđ
viiri	liivâr
viisari	viijsár
viisas	viijses
viisastella	vijsástâllâđ
viisastua	vijsođ
viisaudenhammas	vijsesvuođâpääni
viisaudenkivi	vijsesvuođâkeđgi
viisaus	vijsesvuotâ
viisi	vittâ
viisikymmentä	vitlov
viisiottelu	vittâvaldâlem
viisiovinen	viiđâuuvsâg
viisisataa	vittâčyeđe
viisitoista	vitnubáloh
viiste	snáittu
viistopönkkä	cooggâlm
viisumi	viisum
viita	laanjâs
viitata	
viitekehys	čujosraami
viitoittaa	tikkádiđ
viitsiä	viiššâđ
viittaus	jhk
viittomakieli	seevvimkielâ
viiva	säärgis
viive	ääji
viivoitin	njuálgusárgum
viivoitus	vijvim
viivytellä	ájáttâllâđ
viivyttely	ájáttâllâm
viivyttää	äjittiđ
viivytys	ääji
viivähtää	ájánistiđ
viivästyskorko	maŋanemriänttu
vika	vahe
vikanateillä	endurist
vikinä	viiccân
vikistä	kerran
vikkelyys	häppilvuotâ
vikkelä	häppil
vikkelästi	häppilávt
viklo	čiävžui
vikoa	vahhoođ
vilahdella	libžođ
vilahtaa	libžáđ
vilauttaa	livkkâliđ
vilinä	liivkâs
vilistä	livkkeđ
vilja	valje
viljakasvi	valješaddo
viljalaji	valješlaajâ
viljelijä	viljâleijee
viljellä	viljâliđ
viljelmä	viljâlemsaje
vilkaista	vilpâstiđ
vilkas	livkkáá
vilkastua	virkosmuđ
vilkkuvalo	šliäđgučuovâ
vilkuilla	vilppođ
vilkuttaa	seevviđ
villa	ullo
villalanka	ulloläigi
villapaita	tikkur
villatakki	ullotakki
villi	vildáá
villieläin	vildâellee
villiintyä	vildáskiđ
villikko	taajâg
vilpillinen	fálskáá
vilpittömyys	fälskittemesvuotâ
vilpitön	fälskittem
vilppi	fälskivuotâ
viltti	filtti
vilu	koolmâs
vilunväre	uškes
vilustua	čoskijduđ
vilustuminen	čoskijdum
vilvoitella	čuáskuttâllâđ
vimpa	njuácu
vinguttaa	njivottiđ
vinkaista	njivádiđ
vinkata	skovgâliđ
vinkki	onnâ
vinkua	njihhoođ
vino	tav.
vinokas	vinnjooh
vinoutua	vinálistiđ
vintata	vinttáđ
vintti	luptâ
vinttikaivo	vinttâkáivu
vinyyli	viinyl
vioittua	vahaduđ
violetti	violet
vipeltää	livkkáástâllâđ
vipinä	liivkâs
vipu	virruu
vipuansa	virruusäggi
virallinen	virgálâš
viranhaltija	virgehaldâšeijee
viranomainen	virgeomâhâš
viransijainen	sajasâš
virasto	toimâttâh
virastotalo	virgetáálu
virastotyöntekijä	virgetoimâttâhpargee
vireillä	jotonpieijum
vireilläoleva	kieđâvuššâmvuálásâš
vireä	virkkuu
virhe	feilâ
virheellinen	jossa
virike	kihtâlâs
viritin	kieldee
virittää	
virka	virge
virka-aika	virgeäigi
virka-apu	virgeiše
virka-asema	virgesaje
virka-asia	virgeäšši
virka-asunto	virgeviste
virkaatekevä	virgetahhee
virkailija	virgeolmooš
virkakunta	virgekodde
virkaleima	virgestemppâl
virkamies	virgealmai
virkanimitys	virgenomâttâs
virkapuku	virgekáárvuh
virkasuhde	virgekoskâvuotâ
virkata	virkkađ
virkatehtävä	toimessa
virkatodistus	virgetuođâštâs
virkavapaus	virgeluámu
virkavelvollisuus	virgekenigâsvuotâ
virkavirhe	virgefeilâ
virkavuosi	virgeihe
virke	eđâldâh
virkeys	virkkuuvuotâ
virkeä	levännyt
virkiste	virkodâs
virkistysalue	virkosmittemkuávlu
virkistyskalastus	astoääigikuálástus
virkistyä	virkosmiđ
virkistäytyä	virkosmittiđ
virkkaa	arvâlistiđ
virkku	virkkuu
virnistää	nirváđ
virota	virkoduđ
virranhallinta	räävŋihaldâšem
virranjakaja	virdejyehhee
virrata	kulgâđ
virrensäkeistö	salmâverstâ
virsi	salmâ
virsikannel	salmâkaddâlâs
virsta	virstá
virta	rävŋi
virtaisa	rávŋáá
virtalukko	virdelukkâ
virtalähde	virdekäldee
virtapiiri	virdepirrâdâh
virtsa	kužžâ
virtsahappo	kužžâsuvrâ
virtsanhaju	kuonâhaajâ
virtsanhajuinen	kuonâ
virtsanjohdin	kužžâjoođáán
virtsaputki	kužžâpoccee
virtsarakko	kužžâvätti
virtsarakontulehdus	kužžâväätikuddum
virtsata	kusta
virtsaumpi	kužžâpuvvâg
virus	virus
virveli	virvel
virvoittaa	virkosmittiđ
virvoitusjuoma	virkodâsjuhâmuš
virvoke	virkodâs
visa	visá
viserrellä	visârdâllâđ
viserrys	visârdem
visertää	visârdiđ
viskata	siveldiđ
viskellä	suáppuđ
vispata	vispiđ
vispilä	vispâl
visva	siejâ
vitamiini	vitamin
vitkasteleva	šiettuu
vitkastella	njolccâdâttâđ
vitkastelu	šiettuustâllâm
