SUOMI	SÄMIKIELÂ UUCÂMSÄÄNI	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKKEJÄ JA LIITTYVIÄ ILMAUKSIA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
ruikkia  	(ripulia) luččiđ  luččiim;  (pissiä nurkkiin esim. kissasta t. koirasta) kužâdiđ kuužžâd    	(ripulia) luččiđ	ruikkia	(pissiä nurkkiin esim. kissasta t. koirasta) kužâdiđ kuužžâd				luččiim;		
ruikku  	luččâ  luuJâ      	luččâ	ruikku					luuJâ		
ruinaava  	huáv'ráá  # -s      	huáv'ráá	ruinaava					# -s		
ruis  	ruuvâš        	ruuvâš	ruis							
ruisjauhot  (mon.)	ruvâšjááVuh  (mon.)      	ruvâš	ruis			jááVuh	jauhot	(mon.)		(mon.)
ruiskahtaa  	ci'rgádiđ  cirgáád      	ci'rgádiđ	ruiskahtaa					cirgáád		
ruiskaunokki  Centaurea cyanus	ruvâšrääSi~-rääsi  -rääsi      	ruvâš	ruis			rääSi~-rääsi	kaunokki	-rääsi		Centaurea cyanus
ruiskauttaa  	cirgáđ  cirgáám,  cirgiđ cirgiim    	cirgáđ	ruiskauttaa	cirgiđ cirgiim				cirgáám,		
ruiske  	ciirgâs  cirgâs      	ciirgâs	ruiske					cirgâs		
ruiskia  	russoođ  rusom      	russoođ	ruiskia					rusom		
ruiskiminen  	russoom        	russoom	ruiskiminen							
ruisku  	ci'rgán  cirgáán,  cirgom    	ci'rgán	ruisku	cirgom				cirgáán,		
ruiskupistooli  	cirgompistovl        	cirgom	ruisku			pistovl	pistooli			
ruiskuta  	cirgođ  ci'rgom      	cirgođ	ruiskuta					ci'rgom		
ruiskuttaa  	ci'rgottiđ  cirgoot      	ci'rgottiđ	ruiskuttaa					cirgoot		
ruiskutus  	ci'rgottem        	ci'rgottem	ruiskutus							
ruiskutusventtiili  	ci'rgottemventtiil        	ci'rgottem	ruiskutus			venttiil	venttiili			
ruisrääkkä  Crex crex	ruvâšriäh'hoo        	ruvâš	ruis			riäh'hoo	rääkkä			Crex crex
rukattaa  	rohhááttiđ  rohhát      	rohhááttiđ	rukattaa					rohhát		
rukinnyöri  	snyeRi  snye're      	snyeRi	rukin				nyöri	snye're		
rukka  	riäpu  riävu ~ riä'vo,  luáSi luási    	riäpu	rukka	luáSi luási				riävu ~ riä'vo,		
rukkaset  (mon.)	kistuuh  (mon.)      	kistuuh	rukkaset					(mon.)		(mon.)
rukki  	tortti  toorti      	tortti	rukki					toorti		
rukoileminen  	ruhâdâllâm        	ruhâdâllâm	rukoileminen							
rukoilla  	ruhâdâllâđ  ruhâdâlâm      	ruhâdâllâđ	rukoilla					ruhâdâlâm		
rukous  	ruhâdâs,    rukkoos    	ruhâdâs,	rukous	rukkoos						
rukoushetki  	ruhâdâspuddâ  -puudâ,  rukkoospuddâ -puudâ    	ruhâdâs	rukous	rukkoospuddâ -puudâ		puddâ	hetki	-puudâ,		
rukoushuone  	rukkoosviste  -vi'ste,  ruhâdâsviste -vi'ste    	rukkoos	rukous	ruhâdâsviste -vi'ste		viste	huone	-vi'ste,		
rukousnauha  	ruhâdâspäddi  -päädi,  rukkoospäddi -päädi    	ruhâdâs	rukous	rukkoospäddi -päädi		päddi	nauha	-päädi,		
rulla  	rullá  ruLá,  rullâ ruuLâ    	rullá	rulla	rullâ ruuLâ				ruLá,		
rullamitta  	rullámitto  -mito,  rullâmitto -mito    	rullá	rulla	rullâmitto -mito		mitto	mitta	-mito,		
rullatuoli  	rullâstovli  -stoovli      	rullâ	rulla			stovli	tuoli	-stoovli		
ruma  	faste  fa'ste # fa'stes  ~ vaste va'ste # va'stes;  (pitää jtak t. jkta rumana) fa'stašiđ fastaaš ~ va'stašiđ vastaaš  	faste	ruma	~ vaste va'ste # va'stes;	(pitää jtak t. jkta rumana) fa'stašiđ fastaaš ~ va'stašiđ vastaaš			fa'ste # fa'stes		
rumahinen  	foostâg        	foostâg	rumahinen							
rumasti  	vasteeht        	vasteeht	rumasti							
rumentaa  	fastodiđ  fastod  ~ vastodiđ vastod    	fastodiđ	rumentaa	~ vastodiđ vastod				fastod		
rumentua  	fastođ  fa'stom  ~ vastođ va'stom    	fastođ	rumentua	~ vastođ va'stom				fa'stom		
rumilus  	foostâg,    moijooh    	foostâg,	rumilus	moijooh						
rummuttaa  	rummuttiđ        	rummuttiđ	rummuttaa							
rumpu  	rumbu  ruumbu      	rumbu	rumpu					ruumbu		
rumuus  	vastevuotâ  vastevuođâ      	vastevuotâ	rumuus					vastevuođâ		
runko  	ruŋgo  ru'ŋgo      	ruŋgo	runko					ru'ŋgo		
runkojäkälä  	ruŋgojäävvil  -jáhháál      	ruŋgo	runko			jäävvil	jäkälä	-jáhháál		
runnella  (sairaudesta)	muok'kiđ  myek'kee      	muok'kiđ	runnella					myek'kee		(sairaudesta)
runo  (kantamaton vaadin)	ronno  roNo;    (jättää vasomatta) ruánnuđ ruáNu; (runon, sinä vuonna vasatta jääneen vaatimen talja) ronnodâh ronnoduv  	ronno	runo		(jättää vasomatta) ruánnuđ ruáNu; (runon, sinä vuonna vasatta jääneen vaatimen talja) ronnodâh ronnoduv			roNo;		(kantamaton vaadin)
runo  (kirjall.)	tihtâ  tiivtâ      	tihtâ	runo					tiivtâ		(kirjall.)
runoilija  	t'ivtâsteijee,    tihtâčällee    	t'ivtâsteijee,	runoilija	tihtâčällee						
runoilla  	ti'vtâstiđ  tiivtâs      	ti'vtâstiđ	runoilla					tiivtâs		
runollinen  	ti'vtâlâš  ti'vtâlii      	ti'vtâlâš	runollinen					ti'vtâlii		
runous  	tihtâvuotâ  tihtâvuođâ      	tihtâvuotâ	runous					tihtâvuođâ		
runsaasti  	valjeeht,    valjeest    	valjeeht,	runsaasti	valjeest						
runsas  	valjaa  # -s;  (reilu) aarvâs arvâs # a'rvâs    	valjaa	runsas	(reilu) aarvâs arvâs # a'rvâs				# -s;		
runsashaukinen  	puškuu  # -s      	puškuu	runsas				haukinen	# -s		
runsaskasvuinen  	šaddaa  # -s      	šaddaa	runsas				kasvuinen	# -s		
runsaslehtinen  	lostii  # -s      	lostii	runsas				lehtinen	# -s		
runsaslihainen  (esim. keitosta)	sovláá  # -s,  salgii # -s    	sovláá	runsas	salgii # -s			lihainen	# -s,		(esim. keitosta)
runsaslypsyinen  (tav. lehmästä)	miäl'kkáá  # -s      	miäl'kkáá	runsas				lypsyinen	# -s		(tav. lehmästä)
runsasmaitoinen  	miäl'kkáá  # -s      	miäl'kkáá	runsas				maitoinen	# -s		
runsassateinen  	arvaa  # -s      	arvaa	runsas				sateinen	# -s		
runsaus  	valje  va'lje;    (runsastuottoinen vuosi) valjeihe -iVe  	valje	runsaus		(runsastuottoinen vuosi) valjeihe -iVe			va'lje;		
ruoansulatuskanava  	purrâmâšsuddâdemuáLi  -uáli      	purrâmâš	ruoan			suddâdemuáLi	sulatuskanava	-uáli		
ruoansulatusrauhanen  	purrâmâšsuddâdemráksá  -ráávsá      	purrâmâš	ruoan			suddâdemráksá	sulatusrauhanen	-ráávsá		
ruode  	ruođâ  ruot'tuu;  (laavupuolen tukiruode) selgiruođâ -ruot'tuu; (turvekodan) skiiltâr    	ruođâ	ruode	(laavupuolen tukiruode) selgiruođâ -ruot'tuu; (turvekodan) skiiltâr				ruot'tuu;		
ruohikko  	siNo  sino      	siNo	ruohikko					sino		
ruoho  	rääSi  rääsi  ~ rääsi, siNo sino    	rääSi	ruoho	~ rääsi, siNo sino				rääsi		
ruohokanukka  Cornus suecica	pennuujuŋŋâ  -juuŋâ      	pennuu	ruoho			juŋŋâ	kanukka	-juuŋâ		Cornus suecica
ruoholaukka  Allium schoenoprasum	syei'nisipuli        	syei'ni	ruoho			sipuli	laukka			Allium schoenoprasum
ruohonleikkuri  	sinočyep'pee        	sino	ruohon			čyep'pee	leikkuri			
ruohonleikkuu  	sinočuop'pâm        	sino	ruohon			čuop'pâm	leikkuu			
ruohosipuli  Allium schoenoprasum	syei'nisipuli        	syei'ni	ruoho			sipuli	sipuli			Allium schoenoprasum
ruohotee  	räSiteeJâ  -teejâ      	räSi	ruoho			teeJâ	tee	-teejâ		
ruohottua  (esim. kentästä)	lavnjođ,    siNoluđ siNoluVá    	lavnjođ,	ruohottua	siNoluđ siNoluVá						(esim. kentästä)
ruohovarsi  	räSiverdi  -veerdi      	räSi	ruoho			verdi	varsi	-veerdi		
ruohovartinen  	ruá'huviär'dásâš  -viär'dásii      	ruá'hu	ruoho			viär'dásâš	vartinen	-viär'dásii		
ruojus  (karvakengän varsi)	ruojâs  ruoijâs;    (ruojuksen eli karvakengän varren alaosa) laainâs lainâs  	ruojâs	ruojus		(ruojuksen eli karvakengän varren alaosa) laainâs lainâs			ruoijâs;		(karvakengän varsi)
ruoka  	purrâmâš~purrâmuš,    piäm'mu piämu; (ateria) määlis máállás~máállâs    	purrâmâš~purrâmuš,	ruoka	piäm'mu piämu; (ateria) määlis máállás~máállâs						
ruoka-aitta  	purrâmušäitti  -ääiti      	purrâmuš	ruoka-			äitti	aitta	-ääiti		
ruokahalu  	puurrâmlusto  -lu'sto,  puurrâmhaalu, puurrâmmieLâ -mielâ;  (menettää ruokahalunsa) porottuđ porottuum porottuVá; (olla ruokahaluton raskaana olevasta naisesta) vye'svisttijjee   	puurrâm	ruoka	puurrâmhaalu, puurrâmmieLâ -mielâ;	(menettää ruokahalunsa) porottuđ porottuum porottuVá; (olla ruokahaluton raskaana olevasta naisesta) vye'svisttijjee 	lusto	halu	-lu'sto,		
ruokailu  	purâdem        	purâdem	ruokailu							
ruokailuvälineet  (mon.)	purâdemriäiduh  (mon.)      	purâdem	ruokailu			riäiduh	välineet	(mon.)		(mon.)
ruokakunta  	purrâmâšjuávkku  -juávhu      	purrâmâš	ruoka			juávkku	kunta	-juávhu		
ruokala  	purâdemviste  -vi'ste      	purâdem	ruokala			viste		-vi'ste		
ruokasali  	purâdemsali  -saali      	purâdem	ruoka			sali	sali	-saali		
ruokasula  	kuá'mui        	kuá'mui	ruoka				sula			
ruokatorvi  	purrâmušpoccee        	purrâmuš	ruoka			poccee	torvi			
ruokavalio  	purrâmâšválju   -váálju,  dieet    	purrâmâš	ruoka	dieet		válju	valio	 -váálju,		
ruokaöljy  	mälisoljo  -o'ljo      	mälis	ruoka			oljo	öljy	-o'ljo		
ruokintapöytä, -kouru, -kaukalo  (eläimen)	oovdâš  ovdâš      	oovdâš	ruokinta				pöytä, -kouru, -kaukalo	ovdâš		(eläimen)
ruokki  Alca torda	ruok'kâ  ruokâ      	ruok'kâ	ruokki					ruokâ		Alca torda
ruokkia  	piem'mâđ  piemâm piäm'má;  (eläimiä) purâttâllâđ purâttâlâm    	piem'mâđ	ruokkia	(eläimiä) purâttâllâđ purâttâlâm				piemâm piäm'má;		
ruokkija  	piem'mee        	piem'mee	ruokkija							
ruokko-  	piäm'mu(-)        	piäm'mu(-)	ruokko-							
ruoko  	ruáhu  ruáVu,  čäciruáhu -ruáVu    	ruáhu	ruoko	čäciruáhu -ruáVu				ruáVu,		
ruokokerttunen  Acrocephalus schoenobaenus	ruá'hukiär'ttusâš  -kiär'ttusii      	ruá'hu	ruoko			kiär'ttusâš	kerttunen	-kiär'ttusii		Acrocephalus schoenobaenus
ruokosirkkalintu  Locustella luscinioides	ruá'huaččinlodde  -lode      	ruá'hu	ruoko			aččinlodde	sirkkalintu	-lode		Locustella luscinioides
ruoma  (vetohihna valjaissa)	ruoMâ  ruomâ  ~ ruáMá ruámá    	ruoMâ	ruoma	~ ruáMá ruámá				ruomâ		(vetohihna valjaissa)
ruomarengas  	ruá'máriegis  -riäg'gá      	ruá'má	ruoma			riegis	rengas	-riäg'gá		
ruopata  	jie'ŋâlmittiđ  jie'ŋâlmitám      	jie'ŋâlmittiđ	ruopata					jie'ŋâlmitám		
ruoska  	ruás'ká  ruáská  ~ ruáš'ká ruášká    	ruás'ká	ruoska	~ ruáš'ká ruášká				ruáská		
ruoskia  	ruáis'kuđ  ruáiskum,  ruáis'kuliđ ruáis'kulâm    	ruáis'kuđ	ruoskia	ruáis'kuliđ ruáis'kulâm				ruáiskum,		
ruoste  	ruos'tâ  ruostâ;    (päästää ruostumaan) ruás'tudiđ ruás'tud  	ruos'tâ	ruoste		(päästää ruostumaan) ruás'tudiđ ruás'tud			ruostâ;		
ruosteinen  	ruos'tii  # -s,  ruás'tum    	ruos'tii	ruosteinen	ruás'tum				# -s,		
ruostekurkkusirkku  Emberiza caesia	ruos'tâčudâvuávláš  -vuáv'láá      	ruos'tâ	ruoste			čudâvuávláš	kurkkusirkku	-vuáv'láá		Emberiza caesia
ruostekärpässieni  Amanita fulva	ruos'tâkiär'ppáákuobâr  -kuob'bâr      	ruos'tâ	ruoste			kiär'ppáákuobâr	kärpässieni	-kuob'bâr		Amanita fulva
ruostepyrstö  Cercotrichas galactotes	ruos'tâpoođâš  -pottâš      	ruos'tâ	ruoste			poođâš	pyrstö	-pottâš		Cercotrichas galactotes
ruostepääsky  Hirundo daurica	ruos'tâspáálváš  -spálváá      	ruos'tâ	ruoste			spáálváš	pääsky	-spálváá		Hirundo daurica
ruosterastas  Turdus naumanni	ruos'târástágâš  -rástágáá      	ruos'tâ	ruoste			rástágâš	rastas	-rástágáá		Turdus naumanni
ruostesiiventoukka  Phragmaobia	ullomáátu  -mááđu ~ máđo      	ullo	ruoste			máátu	siiventoukka	-mááđu ~ máđo		Phragmaobia
ruostesorsa  Tadorna ferruginea	ruos'tâvuonjâš  -vuonnjâš      	ruos'tâ	ruoste			vuonjâš	sorsa	-vuonnjâš		Tadorna ferruginea
ruostua  	ruás'tuđ  ruástum;    (päästää ruostumaan) ruás'tudiđ ruás'tud  	ruás'tuđ	ruostua		(päästää ruostumaan) ruás'tudiđ ruás'tud			ruástum;		
ruostumaton  	ruás'tumettum;      (ruostumaton teräs) ruás'tumettum stääLi stääli  	ruás'tumettum;	ruostumaton		(ruostumaton teräs) ruás'tumettum stääLi stääli					
ruoti  	(esim. lehden) solge  so'lge;  (veitsen) porrânjâs; (sulan) puzzâsolge -so'lge    	(esim. lehden) solge	ruoti	(veitsen) porrânjâs; (sulan) puzzâsolge -so'lge				so'lge;		
ruoto  	kye'letähti  -täävti,  tähti täävti    	kye'le	ruoto	tähti täävti		tähti		-täävti,		
ruotoinen  	táhtáá  # -s      	táhtáá	ruotoinen					# -s		
ruotopiikki (kiduskannen päässä) 	sormetähti  -täävti      	sorme	ruoto			tähti	piikki	-täävti	(kiduskannen päässä)	
ruotsalainen  	ruá'tálâš  ruá'tálii      	ruá'tálâš	ruotsalainen					ruá'tálii		
ruotsi  (kieli)	ruo'tâkieLâ  -kielâ;    (ruotsiksi) ruotâs  	ruo'tâ	ruotsi		(ruotsiksi) ruotâs	kieLâ		-kielâ;		(kieli)
ruotsinpitkäpalko  Arabidopsis suecica	čiev'râvuov'dâšaddo  -šado      	čiev'râ	ruotsin			vuov'dâšaddo	pitkäpalko	-šado		Arabidopsis suecica
ruovikko  	čäciruá'Vustâh  -ruáVustuv      	čäci	ruovikko			ruá'Vustâh		-ruáVustuv		
rupatella  	huá'tistiđ  huátist,  huát'táđ huát'táám, saVâstâllâđ saVâstâlâm, saVâstiđ saavvâst    	huá'tistiđ	rupatella	huát'táđ huát'táám, saVâstâllâđ saVâstâlâm, saVâstiđ saavvâst				huátist,		
rupeutua  	ruáb'buđ  ruábum      	ruáb'buđ	rupeutua					ruábum		
rupi  	ryeb'bi  ryebi      	ryeb'bi	rupi					ryebi		
rupikonna  Bufo bufo	ryeb'bicuábui  -cuob'buu      	ryeb'bi	rupi			cuábui	konna	-cuob'buu		Bufo bufo
rupinen  (iho)	ruáb'báá  # -s      	ruáb'báá	rupinen					# -s		(iho)
rupla  	ruble  ru'ble      	ruble	rupla					ru'ble		
rusakko  Lepus europaeus	ruo'šânjuám'mil        	ruo'šâ	rusakko			njuám'mil				Lepus europaeus
rusakkonuljaska  Chroogomphus rutilus	ruškenjuulčâh  -njulččâh      	ruške	rusakko			njuulčâh	nuljaska	-njulččâh		Chroogomphus rutilus
rusentaa  	purccođ  pu'rcom      	purccođ	rusentaa					pu'rcom		
rusentua  	purccáđ  purccájeh,  purcceđ purcceh    	purccáđ	rusentua	purcceđ purcceh				purccájeh,		
ruska  	ruške  ru'ške      	ruške	ruska					ru'ške		
ruskea  	ruškâd  ru'škis;    (näkyä, paistaa ruskeana) ruškáđ ruškáám  	ruškâd	ruskea		(näkyä, paistaa ruskeana) ruškáđ ruškáám			ru'škis;		
ruskettaa  (päivettää)	piä'iváduttiđ  piä'ivádutám      	piä'iváduttiđ	ruskettaa					piä'ivádutám		(päivettää)
ruskettua  (päivettyä)	piä'iváduđ  piä'iváduum piä'iváduVá;  (keväällä, ahavoitua) áVáduđ áVáduum áVáduVá, paštuđ paštuum páštoo    	piä'iváduđ	ruskettua	(keväällä, ahavoitua) áVáduđ áVáduum áVáduVá, paštuđ paštuum páštoo				piä'iváduum piä'iváduVá;		(päivettyä)
ruskistaa  (ruokaa)	steikkiistiđ        	steikkiistiđ	ruskistaa							(ruokaa)
rusko  	ruáĐi  ruáđi      	ruáĐi	rusko					ruáđi		
ruskohaikara  Ardea purpurea	ru'škishaigar        	ru'škis	rusko			haigar	haikara			Ardea purpurea
ruskohiili  	ru'škisčiđđâ  -čiiđâ      	ru'škis	rusko			čiđđâ	hiili	-čiiđâ		
ruskojuoksiainen  Lithobius forficatus	ru'škisruo'tâdeijee        	ru'škis	rusko			ruo'tâdeijee	juoksiainen			Lithobius forficatus
ruskokerttu  Sylvia undata	ru'škiskiär'ttu  -kiärtu      	ru'škis	rusko			kiär'ttu	kerttu	-kiärtu		Sylvia undata
ruskokärpässieni  Amanita regalis	ru'škiskiär'ppáákuobâr  -kuob'bâr      	ru'škis	rusko			kiär'ppáákuobâr	kärpässieni	-kuob'bâr		Amanita regalis
ruskolevä  	ru'škistiäb'bu  -tiäbu      	ru'škis	rusko			tiäb'bu	levä	-tiäbu		
rusko-orakas  Hydnum rufescens	ru'škissäggikuobâr  -kuob'bâr      	ru'škis	rusko			säggikuobâr	-orakas	-kuob'bâr		Hydnum rufescens
ruskosotka  Aythya nycora	ru'škisčuáđ'gi  -čuáđgi      	ru'škis	rusko			čuáđ'gi	sotka	-čuáđgi		Aythya nycora
ruskosuohaukka  Circus aeruginosus	ru'škisjeggivälli  -vääLi      	ru'škis	rusko			jeggivälli	suohaukka	-vääLi		Circus aeruginosus
ruskotatti  Boletus badius	ruá'Đitatti  -taati      	ruá'Đi	rusko			tatti	tatti	-taati		Boletus badius
ruskotorvijäkälä  Cladonia pyxidata	stáálunjuvdem        	stáálu	rusko			njuvdem	torvijäkälä			Cladonia pyxidata
ruskottaa  	(ruskonvärisenä) ruá'Đidiđ  ruáđđid;  (ruskeana) ru'škodiđ ruškood; (taivaasta) pye'Liliđ pyellil, ru'škottiđ ruškoot    	(ruskonvärisenä) ruá'Đidiđ	ruskottaa	(ruskeana) ru'škodiđ ruškood; (taivaasta) pye'Liliđ pyellil, ru'škottiđ ruškoot				ruáđđid;		
ruskouunilintu  Phylloscopus fuscatus	ru'škispuá'juiloddááš  -loddáá      	ru'škis	rusko			puá'juiloddááš	uunilintu	-loddáá		Phylloscopus fuscatus
ruskoärviä  Myriophyllum alterniflorum	ru'škissyev'vi  -syeVi      	ru'škis	rusko			syev'vi	ärviä	-syeVi		Myriophyllum alterniflorum
ruskuainen  	ruš'kâdâs        	ruš'kâdâs	ruskuainen							
ruskuaispussi  	ruš'kâdâspuursâš  -pursáá      	ruš'kâdâs	ruskuais			puursâš	pussi	-pursáá		
rusokaulasirri  Calidris ruficollis	ru'škisčeveširree        	ru'škis	ruso			čeveširree	kaulasirri			Calidris ruficollis
rusokkaat  Entoloma	ruá'Điheh        	ruá'Điheh	rusokkaat							Entoloma
rusokärpässieni  Amanita rubescens	ruá'Đikiär'ppáákuobâr  -kuob'bâr      	ruá'Đi	ruso			kiär'ppáákuobâr	kärpässieni	-kuob'bâr		Amanita rubescens
rusolinnunjalka  Ornithopus sativus	ruo'psislodejyel'gi  -jyelgi      	ruo'psis	ruso			lodejyel'gi	linnunjalka	-jyelgi		Ornithopus sativus
rusomalikat  Lepista	ruá'Đimaalikeh        	ruá'Đi	ruso			maalikeh	malikat			Lepista
rusorintakerttu  Sylvia cantillans	ru'škisraddekiär'ttu  -kiärtu      	ru'škis	ruso			raddekiär'ttu	rintakerttu	-kiärtu		Sylvia cantillans
rusotasku  Oenanthe hispanica	ru'škisrástágâš  -rástágáá      	ru'škis	ruso			rástágâš	tasku	-rástágáá		Oenanthe hispanica
rusottaa  	ruáđ'đáđ        	ruáđ'đáđ	rusottaa							
rusotäplävahakas  Hygrophorus erubescens	ruos'tâtiäl'kkukässih        	ruos'tâ	ruso			tiäl'kkukässih	täplävahakas			Hygrophorus erubescens
russakka  Blattella germanica	russakka,    russak    	russakka,	russakka	russak						Blattella germanica
rusto  	čooVâr  čoohâr,  njyergis njuár'gá    	čooVâr	rusto	njyergis njuár'gá				čoohâr,		
rustolevy  	čoVârskiär'ru  -skiäru      	čoVâr	rusto			skiär'ru	levy	-skiäru		
rustonupikka  Leotia lubrica	čoVârriäv'nuái'vi  -uáivi      	čoVâr	rusto			riäv'nuái'vi	nupikka	-uáivi		Leotia lubrica
rutiini  	ruutiin,    hárjánem    	ruutiin,	rutiini	hárjánem						
rutikuiva  (kasvillisuudesta)	iiŋâs  iŋŋâs~iiŋŋâs # iŋŋâ;    (rutikuivuuden aikana) iiŋŋân  	iiŋâs	ruti		(rutikuivuuden aikana) iiŋŋân		kuiva	iŋŋâs~iiŋŋâs # iŋŋâ;		(kasvillisuudesta)
rutista  (ääni)	ruo'jijdiđ  ruojijd  ~ ruo'jidiđ ruojiid    	ruo'jijdiđ	rutista	~ ruo'jidiđ ruojiid				ruojijd		(ääni)
ruto  	roto  rođo      	roto	ruto					rođo		
rutto  	rotto  roto      	rotto	rutto					roto		
ruttu  (esim. paperissa t. vaatteessa)	juár'ŋi  juárŋi      	juár'ŋi	ruttu					juárŋi		(esim. paperissa t. vaatteessa)
ruttuinen  	jorŋii  # -s;  (erit. vaatteesta) juármáá # -s    	jorŋii	ruttuinen	(erit. vaatteesta) juármáá # -s				# -s;		
ruuanlaitto  	mälistem        	mälistem	ruuan				laitto			
ruudukko  	ruvduhâš  ruvduháá,  ru'vdustâh ru'vdustuv    	ruvduhâš	ruudukko	ru'vdustâh ru'vdustuv				ruvduháá,		
ruuhi  (tahkon)	kárccu  káárcu      	kárccu	ruuhi					káárcu		(tahkon)
ruuhka  (esim. liikenteessä)	nuorbâs  nuor'bâs      	nuorbâs	ruuhka					nuor'bâs		(esim. liikenteessä)
ruuhkautua  	pokkâšuđ  pokkâšuum pokkâšuVá      	pokkâšuđ	ruuhkautua					pokkâšuum pokkâšuVá		
ruukku  	rukko  ruho      	rukko	ruukku					ruho		
ruumiillinen  	ruumâšlâš  ruumâšlii      	ruumâšlâš	ruumiillinen					ruumâšlii		
ruumiinlämpö  	rummâšlie'gâsvuotâ  -lie'gâsvuođâ      	rummâš	ruumiin			lie'gâsvuotâ	lämpö	-lie'gâsvuođâ		
ruumiinosa  	rummâšuási        	rummâš	ruumiin			uási	osa			
ruumis  	ruumâš  ruummâš~rummâš;    (valmistella ruumis haudattavaksi) rummâš raaijâđ   	ruumâš	ruumis		(valmistella ruumis haudattavaksi) rummâš raaijâđ 			ruummâš~rummâš;		
ruumisarkku  	kisto  ki'sto      	kisto	ruumis				arkku	ki'sto		
ruusu  	ruusu        	ruusu	ruusu							
ruusujuuri  Rhodiola rosea	ruusuruotâs  -ruot'tâs      	ruusu	ruusu			ruotâs	juuri	-ruot'tâs		Rhodiola rosea
ruusukaali  	ruusukaaLâ  -kaalâ      	ruusu	ruusu			kaaLâ	kaali	-kaalâ		
ruusukasvit  Rosaceae	ruusušadoh        	ruusu	ruusu			šadoh	kasvit			Rosaceae
ruusuke  	ru'vsustâh  ru'vsustuv      	ru'vsustâh	ruusuke					ru'vsustuv		
ruusukvartsi  	ruusukvartsi  -kvaartsi      	ruusu	ruusu			kvartsi	kvartsi	-kvaartsi		
ruusulokki  Rhodostethia rosea	ruusukaijuu        	ruusu	ruusu			kaijuu	lokki			Rhodostethia rosea
ruusuruoho  Knautia arvensis	ruususyei'ni  -syeini      	ruusu	ruusu			syei'ni	ruoho	-syeini		Knautia arvensis
ruutana  Carassius carassius	ruvdán,    ruután~ruutan    	ruvdán,	ruutana	ruután~ruutan						Carassius carassius
ruuti  	ruuvtah  (mon.)      	ruuvtah	ruuti					(mon.)		
ruutimitta  	mottâ  mootâ,  ruuvtâmitto -mito    	mottâ	ruuti	ruuvtâmitto -mito			mitta	mootâ,		
ruutu  	ruuvdu        	ruuvdu	ruutu							
ruutukärpänen  Sarcophagidae	kollepottâ  -poođâ      	kolle	ruutu			pottâ	kärpänen	-poođâ		Sarcophagidae
ruuvata  	sruuváđ  sruuváám,  sruuviđ sruuviim sruuvee    	sruuváđ	ruuvata	sruuviđ sruuviim sruuvee				sruuváám,		
ruuvi  	sruuvâ        	sruuvâ	ruuvi							
ruuvinosturi  	sruuvânostur        	sruuvâ	ruuvi			nostur	nosturi			
ruveta  	älgiđ  áálgám      	älgiđ	ruveta					áálgám		
ruvettua  	ruáb'buđ  ruábum      	ruáb'buđ	ruvettua					ruábum		
ryhdikäs  	čuál'ččáá  # -s      	čuál'ččáá	ryhdikäs					# -s		
